"notificationId","recipientUserId","message","type","relatedItemId","isRead","createdAt","triggeringUserId"
NOTIF6506335e-0b9b-47c2-864b-a466f085655f,U576fdc3cd93c5f8a964cfd49c86bb56e,นฤมล คุ้มไพรี ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB201fc5fc-745d-456b-9003-38253fe67ccf,1,"2025-09-11 09:39:47",
NOTIF653bd920-184a-4a9d-ba49-8aeb507831bb,U6471f2bb43588ae202ca694279491c8f,วาสนา บุญรอด ได้กดไลค์รายงานของคุณ,like,SUBecd59d98-64c5-4105-afe1-d18c7b7b583b,0,"2025-09-13 07:21:38",
NOTIF65432131-a3ae-4377-93fe-9b0612b8aeee,U522840aba03a1f1b8583b52dc34a5d3c,ชลธิชา วัฒนโชติ ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB2818111c-9fc8-4394-8c76-b926a1be433d,0,"2025-09-12 12:34:44",
NOTIF65513ce3-affb-49c1-b904-f285a8ec85ff,U88704d91895362474691e3314db1e44f,สุจิตรา สร้อยจักร ได้กดไลค์รายงานของคุณ,like,SUB3ec197d7-38e5-4592-a984-fdba638c4be0,0,"2025-09-14 09:24:30",
NOTIF6561ceea-a9a0-4432-99e3-f07800350015,U5ed5f1ea35304e72d2785df3c705470a,วรรณนิภา ชาไชย ได้กดไลค์รายงานของคุณ,like,SUB466001d6-c06c-460e-ae31-9273b26fd450,0,"2025-09-12 13:30:28",
NOTIF656ce23e-e23c-40a7-b3f9-56f4dc1ca882,U54ecd6a77c2c8805e6a64d8fec358aff,วรรณนิภา ชาไชย ได้กดไลค์รายงานของคุณ,like,SUBab260b70-fc62-4f37-9cf9-1e2776458cb0,0,"2025-09-12 13:30:54",
NOTIF65798587-bf7e-4349-863b-be6f9d29ed35,U5ed5f1ea35304e72d2785df3c705470a,วิภาดา เอียมโพธิ์ ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBa46f3355-c584-4018-8d86-8104525c80b6,0,"2025-09-12 01:31:08",
NOTIF658990b3-c290-4320-8f0c-8b3795498c71,U3f08e5c27ff57004358e74657c179dfb,รัตติยา บุญยะศิลป์ ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB4c936563-34e2-4612-b76c-a92da1562895,1,"2025-09-11 01:08:15",
NOTIF6592e792-472f-475a-ae25-449314112b70,Uf28573e75b2ff38e7a6d806a2029fc96,มนัสชนก  ผายฉิมพลี ได้กดไลค์รายงานของคุณ,like,SUB0742f4b8-4f1c-4e09-863f-612748eb2cd3,1,"2025-09-12 04:43:34",
NOTIF65a9c2f0-2aa6-4e09-99f9-981e262f85ae,U522840aba03a1f1b8583b52dc34a5d3c,กฤษศรานุพงศ์ บรรจงจิต ได้กดไลค์รายงานของคุณ,like,SUB2818111c-9fc8-4394-8c76-b926a1be433d,0,"2025-09-12 00:34:05",
NOTIF65ab01e8-0a90-46b8-b740-6def7726a111,U6c40662caf0cc16bd892426940f43843,นฤมล คุ้มไพรี ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBc4ffecf1-0f4e-4f86-87c4-a11f4b813779,1,"2025-09-11 09:37:52",
NOTIF65c54029-a423-4049-a113-d6be7ebd0545,U9385e759d7c6eb3f001317f8d640fdad,สุมนทา ไร่เจริญ ได้กดไลค์รายงานของคุณ,like,SUB8cb42db1-1865-4e53-b2e3-ec25fb8eb5ef,1,"2025-09-11 09:35:36",
NOTIF65da32a4-9f00-49e1-b90e-6bcf4eb5339d,Ub187446b3dce745a5479ced608d1329a,กฤษศรานุพงศ์ บรรจงจิต ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBb8c0ece8-a0e9-43ed-aa04-63f1a98a5fce,0,"2025-09-12 00:30:05",
NOTIF65db33d6-4a37-458c-a4fd-da3ff5bb562d,Ubc67e7c29d5696063c2df82c3f7e4a5b,ชลธิชา วัฒนโชติ ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBa4adcb81-3dc6-4841-82ce-1673a40ab069,1,"2025-09-12 12:12:57",
NOTIF66057efb-a390-40fc-ba62-95f7328120cb,U463d6c75321700740b8093575d6aaaf3,พีรายุทธ ได้กดไลค์รายงานของคุณ,like,SUBbe1575b4-673b-4fad-b01c-2c81764e5d20,1,"2025-09-11 09:33:14",
NOTIF66467676-5d5d-46c2-8539-5c3097baddbe,U9385e759d7c6eb3f001317f8d640fdad,นฤมล คุ้มไพรี ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB22d117a1-e83c-482f-b102-cfc1ca0c4a6e,1,"2025-09-11 10:04:28",
NOTIF66510ba7-f0d4-4fca-852a-a2472df2cbb3,U6471f2bb43588ae202ca694279491c8f,มลฤดี พรมจินดา ได้กดไลค์รายงานของคุณ,like,SUBecd59d98-64c5-4105-afe1-d18c7b7b583b,0,"2025-09-14 23:12:31",
NOTIF6663106b-45e9-4af6-891e-f4f497765c22,U463d6c75321700740b8093575d6aaaf3,เบญจมาศ หุตจิตต์ ได้กดไลค์รายงานของคุณ,like,SUBafe686bd-0905-4ff2-89da-a53b34faf553,1,"2025-09-12 02:57:17",
NOTIF666aa298-bb91-4526-90aa-9d8539a29b3a,U88704d91895362474691e3314db1e44f,ทิพวัลย์ พรมอาสา ได้กดไลค์รายงานของคุณ,like,SUB3ec197d7-38e5-4592-a984-fdba638c4be0,0,"2025-09-12 14:07:11",
NOTIF66790cfa-002c-4df6-9602-64c3015e28c7,U5ed5f1ea35304e72d2785df3c705470a,พเยาว์  อุ่นเรือน ได้กดไลค์รายงานของคุณ,like,SUB802f0543-cba7-4b25-bf6a-700a1f54141a,0,"2025-09-13 22:51:25",
NOTIF668549a4-eb45-4fac-8b1c-fa395cea5cf1,Udb19859a3e2b7f89c448b9f60b5bfe24,กฤษศรานุพงศ์ บรรจงจิต ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB689abf86-db2e-4380-ab7c-812271c3d7c8,0,"2025-09-12 00:54:57",
NOTIF668fa37d-5f9b-4d78-88f1-5de64b593be8,U501da046355458a7429f8ab0c1e8462a,สุจิตรา สร้อยจักร ได้กดไลค์รายงานของคุณ,like,SUB01a08bfa-ac7d-4402-b8e1-09607ea83543,0,"2025-09-14 09:51:01",
NOTIF66973856-f6c5-4e0c-be59-028450f887bd,Uc523df09a4fd07dd2dfb55af99b9fc42,วรรณนิภา ชาไชย ได้กดไลค์รายงานของคุณ,like,SUBb2d2d3cc-f3c5-419b-a65d-54b2b9fa1a42,0,"2025-09-12 13:29:18",
NOTIF66b19be6-874f-40b9-8ce0-2db740c90be3,Uf3998d6281a9b95cb8b0c01c98d9f152,จําเนียร  ไถหว่าน ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB5c24ea19-d137-4faa-b209-69f7d51cd8e6,0,"2025-09-12 22:16:13",
NOTIF66c5a44c-ec29-42af-9ac8-d949908b7d7c,U8189c4ebf4b2912ef555d7ebb8227220,ชัญญาภัส คำสมศรี ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBb3d7cbb4-b418-4c7e-870b-b48e1ab068b8,0,"2025-09-12 07:11:25",
NOTIF66d3e212-2986-459f-8852-a0645f8ba1e6,U328d2169190bd9b4301bc82564becc30,สุจิตรา สร้อยจักร ได้กดไลค์รายงานของคุณ,like,SUBb3b34ed1-0c94-4d73-a37c-6dc5b83b470a,0,"2025-09-14 09:31:48",
NOTIF66f3023c-d053-4c56-87d2-fc9fcffe4a3d,U9385e759d7c6eb3f001317f8d640fdad,ชัยวัฒน์ แก้วขาว ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB1a8afafe-6603-4fd1-826a-ffa49abf0f28,1,"2025-09-12 09:20:52",
NOTIF6741e7bc-0a83-4b79-a763-75140b13ce7c,U5ed5f1ea35304e72d2785df3c705470a,รานี  หาญรักษ์ ได้กดไลค์รายงานของคุณ,like,SUBc5c4be45-464a-4633-92bd-e8d0246032e1,0,"2025-09-12 06:27:25",
NOTIF67464728-c6b2-48aa-bfe3-ab3088dfc7ba,Udb19859a3e2b7f89c448b9f60b5bfe24,สุจิตรา สร้อยจักร ได้กดไลค์รายงานของคุณ,like,SUB563178f8-83d9-417f-a9c0-099ccf2d0430,0,"2025-09-14 09:52:22",
NOTIF674ac082-aba6-437d-936a-30be8807fccc,U5ed5f1ea35304e72d2785df3c705470a,นกน้อย ศรสิทธิ์ ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB466001d6-c06c-460e-ae31-9273b26fd450,0,"2025-09-12 01:56:48",
NOTIF675bc71d-5d04-4b66-a9d4-bf25f0271d34,U5ed5f1ea35304e72d2785df3c705470a,ปราณี คงประสิทธิ์ ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB4a553b06-3c7d-4163-b405-7ca1c216c1be,0,"2025-09-12 07:50:11",
NOTIF677346e6-4814-45a2-9340-cf3c61a6fd72,U522840aba03a1f1b8583b52dc34a5d3c,สุจิตรา สร้อยจักร ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB2818111c-9fc8-4394-8c76-b926a1be433d,0,"2025-09-14 09:26:25",
NOTIF67c14113-540c-4391-ad32-32b080c54f11,U2cacaa74d96ff2c259f6ea4d4155bd51,จารุวรรณ อินตาโย ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB1885f835-89c6-4134-b50e-61f4e2f8d1cf,0,"2025-09-11 06:04:06",
NOTIF67c6b75a-7c00-42b4-88ff-1d7bfecfea68,U9385e759d7c6eb3f001317f8d640fdad,พีรายุทธ ได้กดไลค์รายงานของคุณ,like,SUB22d117a1-e83c-482f-b102-cfc1ca0c4a6e,1,"2025-09-11 09:32:30",
NOTIF67cd8917-5ece-4d68-983f-098b6e4866d8,Uedf90f9b5212577262c7d4b266e6bd2b,รานี  หาญรักษ์ ได้กดไลค์รายงานของคุณ,like,SUB2c950d21-85c6-4278-b2ce-d3fd9e3e8b7d,0,"2025-09-12 06:26:20",
NOTIF67e082ef-9824-4a22-90d8-0a0149119589,Udb19859a3e2b7f89c448b9f60b5bfe24,มนัสชนก  ผายฉิมพลี ได้กดไลค์รายงานของคุณ,like,SUB689abf86-db2e-4380-ab7c-812271c3d7c8,0,"2025-09-11 13:35:10",
NOTIF67ebb4b7-2753-49c7-b3c4-d3bb9bf2833a,U1dcbe8e3c66acf2dc1c530a03918a010,มนัสชนก  ผายฉิมพลี ได้กดไลค์รายงานของคุณ,like,SUBc9c4ab42-e8c2-4369-955b-9546878c4d31,0,"2025-09-11 13:34:21",
NOTIF67f74304-398b-458b-b30a-959c393c64b8,U1f1f6570c3ac9df4a96572184a0adcc2,ชัญญาภัส คำสมศรี ได้กดไลค์รายงานของคุณ,like,SUB9ed61d50-54cb-4f4e-8544-03c7d5466315,0,"2025-09-11 10:39:48",
NOTIF680aee5a-8d77-4fee-a192-51f5ce02f165,Uf28573e75b2ff38e7a6d806a2029fc96,กฤษศรานุพงศ์ บรรจงจิต ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB0742f4b8-4f1c-4e09-863f-612748eb2cd3,1,"2025-09-12 00:28:00",
NOTIF68187fab-46b5-42d8-9617-7859f9eb5b9a,Ue5c1890274f83598abc3f31c532e446f,มลฤดี พรมจินดา ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBd5ab5d0d-e978-486e-a847-458f895ee0b9,0,"2025-09-12 04:50:48",
NOTIF681db7c3-88f5-4c15-be4e-8e5ff98429e9,U463d6c75321700740b8093575d6aaaf3,ปราณี คงประสิทธิ์ ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBbe1575b4-673b-4fad-b01c-2c81764e5d20,1,"2025-09-12 07:55:43",
NOTIF6824596c-d58b-4ec4-b0aa-c056ebedecbc,U9385e759d7c6eb3f001317f8d640fdad,ไพริน วิริยา ได้กดไลค์รายงานของคุณ,like,SUB1c5f4c32-1473-4979-8d16-d62d23795b50,1,"2025-09-10 14:54:00",
NOTIF683854f9-6d56-453c-9f0a-688c504aaabb,U20e38085f09aca2811cce54cb266d603,จำปา   จบศรี ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB634e699d-da1b-4fe8-9d84-67cf8b8fd16c,0,"2025-09-11 00:58:56",
NOTIF684d3f59-5ced-48a0-bf76-242678113689,Uf28573e75b2ff38e7a6d806a2029fc96,รุ่งนภา สุวรรณสุขโข ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB0742f4b8-4f1c-4e09-863f-612748eb2cd3,1,"2025-09-11 07:11:23",
NOTIF686c7169-e86a-4f76-b81f-c93841d55105,Uf3998d6281a9b95cb8b0c01c98d9f152,วิภาดา เอียมโพธิ์ ได้กดไลค์รายงานของคุณ,like,SUB5c24ea19-d137-4faa-b209-69f7d51cd8e6,0,"2025-09-11 05:35:30",
NOTIF68878c82-b624-47c9-a7ee-30a01c46a135,U20e38085f09aca2811cce54cb266d603,รุ่งนภา สุวรรณสุขโข ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB634e699d-da1b-4fe8-9d84-67cf8b8fd16c,0,"2025-09-11 12:57:11",
NOTIF68c6ce89-8f7d-47d5-9d51-a0198a99921a,U469207493b77a96204cececea31c127d,ไพริน วิริยา ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBa250eb01-f421-420d-ba34-fda47eddfae3,1,"2025-09-10 12:59:01",
NOTIF68cace0a-9b46-409e-842e-a428991e57c9,Ubc67e7c29d5696063c2df82c3f7e4a5b,พีรายุทธ ได้กดไลค์รายงานของคุณ,like,SUBa4adcb81-3dc6-4841-82ce-1673a40ab069,1,"2025-09-11 09:30:32",
NOTIF68e2cccb-f816-4f20-9f14-1f32d6f79718,U328d2169190bd9b4301bc82564becc30,ทิพวัลย์ พรมอาสา ได้กดไลค์รายงานของคุณ,like,SUBb3b34ed1-0c94-4d73-a37c-6dc5b83b470a,0,"2025-09-12 13:58:31",
NOTIF69008c8c-bd44-4fa3-a7dc-cdf62954e6ce,U6c40662caf0cc16bd892426940f43843,ทัศนี จันทะคูณ ได้กดไลค์รายงานของคุณ,like,SUBc4ffecf1-0f4e-4f86-87c4-a11f4b813779,1,"2025-09-11 06:08:15",
NOTIF6902b290-8110-4511-9184-f56291f62c81,U5bbac6bb6e63ec02fbf3af7b5bac31b0,เสาวลักษณ์ สุขทรัพย์ ได้กดไลค์รายงานของคุณ,like,SUBe483939c-6adb-421b-b26d-26b345be40e8,0,"2025-09-12 03:08:53",
NOTIF6955f6a6-5e34-48aa-b20f-8ae3bd02d716,U5ed5f1ea35304e72d2785df3c705470a,ชัยวัฒน์ แก้วขาว ได้กดไลค์รายงานของคุณ,like,SUBdf1370f7-45fd-475f-9b9d-db5b5573b597,0,"2025-09-11 09:34:38",
NOTIF695642f4-4026-4211-bb86-294d0ed58f76,U5ed5f1ea35304e72d2785df3c705470a,มลฤดี พรมจินดา ได้กดไลค์รายงานของคุณ,like,SUB1b2b0ee2-d950-458a-ad01-311ec520bcde,0,"2025-09-11 10:44:48",
NOTIF696662e2-aee9-406f-8a13-0a9fc7cc6aa8,U410bb259434247e428bffe17a4c7886e,สุจิตรา สร้อยจักร ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBf4161ae1-c34a-4833-bce7-f62f09a99335,0,"2025-09-14 09:41:06",
NOTIF6966cf54-7c12-451f-b645-e07d86ec132a,U9385e759d7c6eb3f001317f8d640fdad,กฤติยา พุกสุข ได้กดไลค์รายงานของคุณ,like,SUB1a8afafe-6603-4fd1-826a-ffa49abf0f28,1,"2025-09-11 02:18:59",
NOTIF69718812-1bea-451b-8b46-10be0704f911,Uf20c23c9596afc70d7fe37ac133c0410,ลักษณา ติงสุวาทิตย์ ได้กดไลค์รายงานของคุณ,like,SUB3f0d51b4-e9b6-40fd-b46c-795f122436c2,1,"2025-09-11 09:42:43",
NOTIF6975f6f0-a316-4516-aa66-aed970921c0b,Uf7eaa71fec61d6fc7153349d1795ab8a,มลฤดี พรมจินดา ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBcfdd5b00-f0b6-424b-9cde-e9785795ea00,0,"2025-09-12 23:03:44",
NOTIF6982786d-bc85-4cdf-bd67-c93abf47439a,U463d6c75321700740b8093575d6aaaf3,กฤษศรานุพงศ์ บรรจงจิต ได้กดไลค์รายงานของคุณ,like,SUBafe686bd-0905-4ff2-89da-a53b34faf553,1,"2025-09-10 12:57:52",
NOTIF6997fd82-8460-4d44-8c28-ab9efe2fdced,U9385e759d7c6eb3f001317f8d640fdad,อรกานต์ ดีนา ได้กดไลค์รายงานของคุณ,like,SUB1c5f4c32-1473-4979-8d16-d62d23795b50,1,"2025-09-12 02:59:50",
NOTIF69b46e89-8663-4ca8-a452-42b093d358e8,Uc523df09a4fd07dd2dfb55af99b9fc42,มลฤดี พรมจินดา ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBb2d2d3cc-f3c5-419b-a65d-54b2b9fa1a42,0,"2025-09-12 04:54:31",
NOTIF69e1ef46-6179-4f50-8d18-2c3bc5ebf5f4,U522840aba03a1f1b8583b52dc34a5d3c,ชัญญาภัส คำสมศรี ได้กดไลค์รายงานของคุณ,like,SUB2818111c-9fc8-4394-8c76-b926a1be433d,0,"2025-09-11 04:31:10",
NOTIF69e68e2a-6f59-4224-a31c-aa92327b800d,U8ba20738b9edb277bb4f99f6455d3982,กฤษศรานุพงศ์ บรรจงจิต ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB467deb94-a450-4a30-a2ba-027ec49d16a4,1,"2025-09-12 00:29:19",
NOTIF6a046e59-ed19-4c6e-ad28-9e56ae6a640a,Ubc67e7c29d5696063c2df82c3f7e4a5b,กฤษศรานุพงศ์ บรรจงจิต ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBa4adcb81-3dc6-4841-82ce-1673a40ab069,1,"2025-09-12 00:39:27",
NOTIF6a145de8-558d-4ef9-ba38-5e9b7148c270,U576fdc3cd93c5f8a964cfd49c86bb56e,จําเนียร  ไถหว่าน ได้กดไลค์รายงานของคุณ,like,SUB201fc5fc-745d-456b-9003-38253fe67ccf,1,"2025-09-12 10:19:22",
NOTIF6a163efa-5280-420f-ac9c-24a167346598,Udb19859a3e2b7f89c448b9f60b5bfe24,สุกัญญา คำทา ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB563178f8-83d9-417f-a9c0-099ccf2d0430,0,"2025-09-12 04:25:50",
NOTIF6a4328d1-f0cc-4d73-b383-9b59a385b523,U3dd88218198a95b733087bc1362e9844,สัตยา วงศ์ชมภู ได้กดไลค์รายงานของคุณ,like,SUB49ab38a8-0bfc-446b-ad79-65df5960f20d,0,"2025-09-11 10:28:20",
NOTIF6a544a40-7e40-44fc-82c6-e879b4ed21a8,U5ed5f1ea35304e72d2785df3c705470a,สัตยา วงศ์ชมภู ได้กดไลค์รายงานของคุณ,like,SUBa57a01aa-f70f-461c-923a-6c7c08a7a00c,0,"2025-09-11 10:27:49",
NOTIF6a5d8b92-d4af-4a8d-8ea1-9a2dc07cd70e,U9385e759d7c6eb3f001317f8d640fdad,วรรณนิภา ชาไชย ได้กดไลค์รายงานของคุณ,like,SUB1c5f4c32-1473-4979-8d16-d62d23795b50,1,"2025-09-11 00:58:40",
NOTIF6a6775a7-cdf0-48eb-b364-be15d0ed451c,U5ed5f1ea35304e72d2785df3c705470a,ชัยวัฒน์ แก้วขาว ได้กดไลค์รายงานของคุณ,like,SUB5c88a92e-d062-40d3-ba1b-fe124e26e9d4,0,"2025-09-11 09:22:38",
NOTIF6a7ca1ff-e9ab-4709-8438-49b6aeed7651,U5ed5f1ea35304e72d2785df3c705470a,ชัญญาภัส คำสมศรี ได้กดไลค์รายงานของคุณ,like,SUBf62922bf-bc26-4f0f-8882-43739541a7a3,0,"2025-09-11 10:38:50",
NOTIF6aacd935-f89b-41a0-b357-e944753da0e7,U20e38085f09aca2811cce54cb266d603,ชลธิชา วัฒนโชติ ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB634e699d-da1b-4fe8-9d84-67cf8b8fd16c,0,"2025-09-12 12:17:57",
NOTIF6aad5833-b607-4cd5-9568-89551670a28d,Udb19859a3e2b7f89c448b9f60b5bfe24,มลฤดี พรมจินดา ได้กดไลค์รายงานของคุณ,like,SUB62f924c3-77ef-4570-99f6-438681262688,0,"2025-09-11 05:19:00",
NOTIF6b110d59-2b85-474c-b51b-0ce26e402cd4,U8dda4e319f5ccedd8d291f64ca573540,สุจิตรา สร้อยจักร ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB175fcb99-45c2-48f8-9ff3-fb86bf91abcc,0,"2025-09-14 09:27:37",
NOTIF6b2a18c9-14f7-4edf-b8c1-faacbf71bec1,U522840aba03a1f1b8583b52dc34a5d3c,ปราณี คงประสิทธิ์ ได้กดไลค์รายงานของคุณ,like,SUB2818111c-9fc8-4394-8c76-b926a1be433d,0,"2025-09-11 12:25:52",
NOTIF6b485c78-ea0e-43c0-9a5b-83a66db7abb7,U9385e759d7c6eb3f001317f8d640fdad,วิภาดา เอียมโพธิ์ ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB22d117a1-e83c-482f-b102-cfc1ca0c4a6e,1,"2025-09-11 01:13:01",
NOTIF6b4abe94-ec31-4e5d-8b18-3c726ae4e55d,U5afd1eef67eaddb04a1429c4818f0191,ชลธิชา วัฒนโชติ ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBa0f64007-e413-4da0-9780-338c878a1391,0,"2025-09-12 12:09:18",
NOTIF6b624365-c689-4529-a84b-31d9af9eff1a,U9385e759d7c6eb3f001317f8d640fdad,ลักษณา ติงสุวาทิตย์ ได้กดไลค์รายงานของคุณ,like,SUB1c5f4c32-1473-4979-8d16-d62d23795b50,1,"2025-09-11 01:17:03",
NOTIF6b75a872-7ad6-47f7-bac8-5d89b4bbd123,U54ecd6a77c2c8805e6a64d8fec358aff,กฤษศรานุพงศ์ บรรจงจิต ได้กดไลค์รายงานของคุณ,like,SUBab260b70-fc62-4f37-9cf9-1e2776458cb0,1,"2025-09-10 12:58:39",
NOTIF6b96e61e-111c-496a-9a82-dd970eddd218,Ue5c1890274f83598abc3f31c532e446f,วิภาดา เอียมโพธิ์ ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBd5ab5d0d-e978-486e-a847-458f895ee0b9,0,"2025-09-10 12:58:04",
NOTIF6ba91e5c-16b7-4144-a075-7d142000c80e,U9385e759d7c6eb3f001317f8d640fdad,ทิพวัลย์ พรมอาสา ได้กดไลค์รายงานของคุณ,like,SUB2ecdc295-ca96-47d3-9f83-698d87e5894f,1,"2025-09-12 13:59:22",
NOTIF6bfd1c1b-6203-4baf-a510-041f1d1ef364,U5ed5f1ea35304e72d2785df3c705470a,วิภาดา เอียมโพธิ์ ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB53d8ea88-f93f-4cb4-a196-30958c3bee80,0,"2025-09-12 01:30:39",
NOTIF6c21f501-9ecc-4d74-9b90-c5d84fd33710,Uc3deb58f23a35214bef4304af0f4ce31,จำปา   จบศรี ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBd12bc5b0-6ffc-4f1d-9ff0-fec4d11e507f,1,"2025-09-11 00:56:25",
NOTIF6c24f195-eb46-47ed-9942-99cadb2746e4,U9385e759d7c6eb3f001317f8d640fdad,กฤติยา พุกสุข ได้กดไลค์รายงานของคุณ,like,SUB2ecdc295-ca96-47d3-9f83-698d87e5894f,1,"2025-09-11 01:56:52",
NOTIF6c43ca7b-9683-4ce5-91ba-11e1df707305,U1f1f6570c3ac9df4a96572184a0adcc2,สุจิตรา สร้อยจักร ได้กดไลค์รายงานของคุณ,like,SUB9ed61d50-54cb-4f4e-8544-03c7d5466315,0,"2025-09-14 09:48:10",
NOTIF6c515b84-9b13-454a-8511-1c134383460c,Uc3deb58f23a35214bef4304af0f4ce31,มนัสชนก  ผายฉิมพลี ได้กดไลค์รายงานของคุณ,like,SUBd12bc5b0-6ffc-4f1d-9ff0-fec4d11e507f,0,"2025-09-14 15:25:15",
NOTIF6c5b8995-6982-476a-8ae3-35dd8d39302e,U8189c4ebf4b2912ef555d7ebb8227220,นฤมล คุ้มไพรี ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBb3d7cbb4-b418-4c7e-870b-b48e1ab068b8,1,"2025-09-12 06:09:15",
NOTIF6c5bb29c-59dc-407b-8e29-287cbdf2f154,U3f08e5c27ff57004358e74657c179dfb,พีรายุทธ ได้กดไลค์รายงานของคุณ,like,SUB4c936563-34e2-4612-b76c-a92da1562895,1,"2025-09-11 09:33:10",
NOTIF6c767aab-313d-4fee-8ee1-baac3b56287f,U88704d91895362474691e3314db1e44f,นฤมล คุ้มไพรี ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB3ec197d7-38e5-4592-a984-fdba638c4be0,0,"2025-09-12 03:14:10",
NOTIF6c937966-8f61-46be-b02d-60c2969904f2,U8189c4ebf4b2912ef555d7ebb8227220,จงรัก  วงษ์สุดิน ได้กดไลค์รายงานของคุณ,like,SUBb3d7cbb4-b418-4c7e-870b-b48e1ab068b8,0,"2025-09-12 13:12:43",
NOTIF6caaa978-93b2-492e-b13e-3a2bf26b1e80,Uf3998d6281a9b95cb8b0c01c98d9f152,พเยาว์  อุ่นเรือน ได้กดไลค์รายงานของคุณ,like,SUB5c24ea19-d137-4faa-b209-69f7d51cd8e6,0,"2025-09-12 00:51:39",
NOTIF6cba2334-08e5-4591-9d29-6ab646c93294,U3dd88218198a95b733087bc1362e9844,วรรณนิภา ชาไชย ได้กดไลค์รายงานของคุณ,like,SUB49ab38a8-0bfc-446b-ad79-65df5960f20d,0,"2025-09-12 13:29:38",
NOTIF6ccd276a-e655-4bf9-b6b5-45a857187f10,U8ba20738b9edb277bb4f99f6455d3982,มนัสชนก  ผายฉิมพลี ได้กดไลค์รายงานของคุณ,like,SUB467deb94-a450-4a30-a2ba-027ec49d16a4,1,"2025-09-11 13:26:58",
NOTIF6ce8b827-5d29-4c50-b4eb-d63af8cdbc54,Ub3f4d4038d1f4b2cbc328375ab410da3,นิชดา แซ่พ่าน ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUB3ecb46b7-e868-4f5f-9333-848e5dfa214b,0,"2025-09-14 11:44:45",
NOTIF6cec0c88-624e-4750-b271-8091591f78da,U7a8d3441ae9970b804014850a0157eeb,ไพริน วิริยา ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBc279c71f-f704-4256-9024-bd22aa35ac57,1,"2025-09-10 12:58:30",
NOTIF6d122b86-f1c8-4f86-bb60-c42f904ec36e,Uf20c23c9596afc70d7fe37ac133c0410,จําเนียร  ไถหว่าน ได้กดไลค์รายงานของคุณ,like,SUB3f0d51b4-e9b6-40fd-b46c-795f122436c2,0,"2025-09-12 10:18:50",
NOTIF6d15b544-748d-49f8-9804-bbbe1550044c,U410bb259434247e428bffe17a4c7886e,ชัญญาภัส คำสมศรี ได้แสดงความคิดเห็นบนรายงานของคุณ,comment,SUBf4161ae1-c34a-4833-bce7-f62f09a99335,1,"2025-09-11 01:11:46",
NOTIF6d1a329c-a297-4d81-927c-1f66117ec158,U9f4cd1751d72058789b3805be4eb1a45,ชัยวัฒน์ แก้วขาว ได้กดไลค์รายงานของคุณ,like,SUB12c21e9c-4d31-4aa0-a301-5f38cbc67810,0,"2025-09-11 15:02:51",
NOTIF6d247316-0ef9-4169-bdba-1f484990b0ea,Udb19859a3e2b7f89c448b9f60b5bfe24,จําเนียร  ไถหว่าน ได้กดไลค์รายงานของคุณ,like,SUB689abf86-db2e-4380-ab7c-812271c3d7c8,0,"2025-09-12 10:33:03",
